;prompt_gt;completion_gt;missing_edges;total_edges;total_nodes;prompt_edges;prompt_nodes;nb_completion_candidates;completion_best_rank;completion_best_eval;completion_best_rank_score;completion_best_eval_score;completion_best_rank_correct_edges;completion_best_eval_correct_edges;completion_best_rank_lines_missing;completion_best_eval_lines_missing;completion_best_rank_additional_lines;completion_best_eval_additional_lines;completion_best_rank_result;completion_best_eval_result;best_rank;completion_reason_best;completion_reason_best_rank
154;e 0 4 Add_package Pres_Package Add_Package\ne 4 2 Add_component Add_Package Add_Component\ne 2 5 Add_requ Add_Component Add_Requ\ne 4 5 Add_requ Add_Package Add_Requ\ne 4 6 Add_component Add_Package Add_Component\ne 6 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 4 3 Add_im Add_Package Add_Im\ne 3 2 Add_component Add_Im Add_Component\ne; 2 3 Add_im Add_Component Add_Im\n$$;1;10;7;9;7;1;e 0 4 Add_package Pres_Package Add_Package\ne 4 2 Add_component Add_Package Add_Component\ne 2 5 Add_requ Add_Component Add_Requ\ne 4 5 Add_requ Add_Package Add_Requ\ne 4 6 Add_component Add_Package Add_Component\ne 6 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 4 3 Add_im Add_Package Add_Im\ne 3 2 Add_component Add_Im Add_Component\ne 2 3 Add_im Add_Component Add_Im\n$$;e 0 4 Add_package Pres_Package Add_Package\ne 4 2 Add_component Add_Package Add_Component\ne 2 5 Add_requ Add_Component Add_Requ\ne 4 5 Add_requ Add_Package Add_Requ\ne 4 6 Add_component Add_Package Add_Component\ne 6 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 4 3 Add_im Add_Package Add_Im\ne 3 2 Add_component Add_Im Add_Component\ne 2 3 Add_im Add_Component Add_Im\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
155;e 0 2 Add_package Pres_Package Add_Package\ne 2 3 Add_component Add_Package Add_Component\ne 3 1 Add_requ Add_Component Add_Requ\ne; 0 1 Add_requ Pres_Package Add_Requ\n$$;1;4;4;3;4;1;e 0 2 Add_package Pres_Package Add_Package\ne 2 3 Add_component Add_Package Add_Component\ne 3 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\n$$;e 0 2 Add_package Pres_Package Add_Package\ne 2 3 Add_component Add_Package Add_Component\ne 3 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
156;e 0 11 Add_component Add_Package Add_Component\ne 11 30 Add_requ Add_Component Add_Requ\ne; 18 30 Add_requ Pres_Package Add_Requ\ne 18 22 Add_package Pres_Package Add_Package\ne 22 5 Add_component Add_Package Add_Component\ne 5 10 Add_requ Add_Component Add_Requ\ne 18 10 Add_requ Pres_Package Add_Requ\ne 18 0 Add_package Pres_Package Add_Package\ne 0 12 Add_component Add_Package Add_Component\ne 12 29 Add_port Add_Component Add_Port\ne 1 29 Add_src Add_Connector Add_Port\ne 1 26 Add_requ Add_Connector Add_Requ\ne 0 26 Add_requ Add_Package Add_Requ\ne 0 1 Add_con Add_Package Add_Connector\ne 1 3 Add_t Add_Connector Add_Port\ne 32 3 Add_port Pres_Component Add_Port\ne 0 31 Add_requ Add_Package Add_Requ\ne 12 31 Add_requ Add_Component Add_Requ\ne 12 25 Add_im Add_Component Add_Im\ne 25 12 Add_component Add_Im Add_Component\ne 0 25 Add_im Add_Package Add_Im\ne 18 9 Add_con Pres_Package Add_Connector\ne 9 21 Add_requ Add_Connector Add_Requ\ne 18 21 Add_requ Pres_Package Add_Requ\ne 9 19 Add_src Add_Connector Add_Port\ne 17 19 Add_port Pres_Component Add_Port\ne 17 4 Add_port Pres_Component Add_Port\ne 24 4 Add_src Add_Connector Add_Port\ne 24 6 Add_requ Add_Connector Add_Requ\ne 13 6 Add_requ Pres_Package Add_Requ\ne 13 24 Add_con Pres_Package Add_Connector\ne 24 28 Add_t Add_Connector Add_Port\ne 8 28 Add_port Add_Component Add_Port\ne 8 16 Add_requ Add_Component Add_Requ\ne 14 16 Add_requ Pres_Package Add_Requ\ne 14 8 Add_component Pres_Package Add_Component\ne 8 20 Add_im Add_Component Add_Im\ne 20 8 Add_component Add_Im Add_Component\ne 14 20 Add_im Pres_Package Add_Im\ne 9 23 Add_t Add_Connector Add_Port\ne 7 23 Add_port Add_Component Add_Port\ne 7 15 Add_requ Add_Component Add_Requ\ne 2 15 Add_requ Pres_Package Add_Requ\ne 2 27 Add_package Pres_Package Add_Package\ne 27 7 Add_component Add_Package Add_Component\n$$;43;45;33;2;3;33;e 0 11 Add_component Add_Package Add_Component\ne 11 30 Add_requ Add_Component Add_Requ\ne 12 30 Add_requ Pres_Package Add_Requ\ne 12 9 Add_component Pres_Package Add_Component\ne 9 5 Add_requ Add_Component Add_Requ\ne 12 5 Add_requ Pres_Package Add_Requ\ne 12 0 Add_package Pres_Package Add_Package\ne 12 3 Add_im Pres_Package Add_Im\ne 3 9 Add_component Add_Im Add_Component\ne 9 3 Add_im Add_Component Add_Im\ne 12 7 Add_con Pres_Package Add_Connector\ne 7 18 Add_requ Add_Connector Add_Requ\ne 12 18 Add_requ Pres_Package Add_Requ\ne 7 16 Add_src Add_Connector Add_Port\ne 10 16 Add_port Pres_Component Add_Port\ne;e 0 11 Add_component Add_Package Add_Component\ne 11 30 Add_requ Add_Component Add_Requ\ne 12 30 Add_requ Pres_Package Add_Requ\ne 12 0 Add_package Pres_Package Add_Package\ne 0 5 Add_component Add_Package Add_Component\ne 5 2 Add_requ Add_Component Add_Requ\ne 0 2 Add_requ Add_Package Add_Requ\ne 0 9 Add_con Add_Package Add_Connector\ne 9 7 Add_requ Add_Connector Add_Requ\ne 0 7 Add_requ Add_Package Add_Requ\ne 9 4 Add_src Add_Connector Add_Port\ne;0;49966;0;9;43;34;13;0;INCORRECT;TOO_SMALL;5;;
157;e 0 3 Add_component Add_Im Add_Component\ne 3 2 Add_requ Add_Component Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne 1 3 Add_component Pres_Package Add_Component\ne 3 0 Add_im Add_Component Add_Im\ne; 1 0 Add_im Pres_Package Add_Im\n$$;1;6;4;5;4;1;e 0 3 Add_component Add_Im Add_Component\ne 3 2 Add_requ Add_Component Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne 1 3 Add_component Pres_Package Add_Component\ne 3 0 Add_im Add_Component Add_Im\ne 1 0 Add_im Pres_Package Add_Im\n$$;e 0 3 Add_component Add_Im Add_Component\ne 3 2 Add_requ Add_Component Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne 1 3 Add_component Pres_Package Add_Component\ne 3 0 Add_im Add_Component Add_Im\ne 1 0 Add_im Pres_Package Add_Im\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
158;e 0 2 Add_package Pres_Package Add_Package\ne; 2 3 Add_component Add_Package Add_Component\ne 3 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\n$$;3;4;4;1;2;1;e 0 2 Add_package Pres_Package Add_Package\ne 2 1 Add_component Add_Package Add_Component\ne 1 3 Add_requ Add_Component Add_Requ\ne 0 3 Add_requ Pres_Package Add_Requ\n$$;e 0 2 Add_package Pres_Package Add_Package\ne 2 1 Add_component Add_Package Add_Component\ne 1 3 Add_requ Add_Component Add_Requ\ne 0 3 Add_requ Pres_Package Add_Requ\n$$;50001;50001;3;3;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
159;e 0 3 Add_component Pres_Package Add_Component\ne 3 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 0 2 Add_im Pres_Package Add_Im\ne 2 3 Add_component Add_Im Add_Component\ne; 3 2 Add_im Add_Component Add_Im\n$$;1;6;4;5;4;1;e 0 3 Add_component Pres_Package Add_Component\ne 3 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 0 2 Add_im Pres_Package Add_Im\ne 2 3 Add_component Add_Im Add_Component\ne 3 2 Add_im Add_Component Add_Im\n$$;e 0 3 Add_component Pres_Package Add_Component\ne 3 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 0 2 Add_im Pres_Package Add_Im\ne 2 3 Add_component Add_Im Add_Component\ne 3 2 Add_im Add_Component Add_Im\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
160;e 0 2 Add_requ Add_Component Add_Requ\ne 3 2 Add_requ Pres_Package Add_Requ\ne 3 0 Add_component Pres_Package Add_Component\ne 0 1 Add_im Add_Component Add_Im\ne 1 0 Add_component Add_Im Add_Component\ne; 3 1 Add_im Pres_Package Add_Im\n$$;1;6;4;5;4;1;e 0 2 Add_requ Add_Component Add_Requ\ne 3 2 Add_requ Pres_Package Add_Requ\ne 3 0 Add_component Pres_Package Add_Component\ne 0 1 Add_im Add_Component Add_Im\ne 1 0 Add_component Add_Im Add_Component\ne 3 1 Add_im Pres_Package Add_Im\n$$;e 0 2 Add_requ Add_Component Add_Requ\ne 3 2 Add_requ Pres_Package Add_Requ\ne 3 0 Add_component Pres_Package Add_Component\ne 0 1 Add_im Add_Component Add_Im\ne 1 0 Add_component Add_Im Add_Component\ne 3 1 Add_im Pres_Package Add_Im\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
161;e 0 1 Add_component Add_Package Add_Component\ne 1 2 Add_requ Add_Component Add_Requ\ne 3 2 Add_requ Pres_Package Add_Requ\ne; 3 0 Add_package Pres_Package Add_Package\n$$;1;4;4;3;4;1;e 0 1 Add_component Add_Package Add_Component\ne 1 2 Add_requ Add_Component Add_Requ\ne 3 2 Add_requ Pres_Package Add_Requ\ne 3 0 Add_package Pres_Package Add_Package\n$$;e 0 1 Add_component Add_Package Add_Component\ne 1 2 Add_requ Add_Component Add_Requ\ne 3 2 Add_requ Pres_Package Add_Requ\ne 3 0 Add_package Pres_Package Add_Package\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
162;e 4 0 Add_port Pres_Component Add_Port\ne 7 0 Add_src Add_Connector Add_Port\ne 7 5 Add_requ Add_Connector Add_Requ\ne 6 5 Add_requ Pres_Package Add_Requ\ne 6 8 Add_component Pres_Package Add_Component\ne; 8 3 Add_requ Add_Component Add_Requ\ne 6 3 Add_requ Pres_Package Add_Requ\ne 6 7 Add_con Pres_Package Add_Connector\ne 7 9 Add_t Add_Connector Add_Port\ne 2 9 Add_port Pres_Component Add_Port\ne 6 1 Add_im Pres_Package Add_Im\ne 1 8 Add_component Add_Im Add_Component\ne 8 1 Add_im Add_Component Add_Im\n$$;8;13;10;5;6;4;e 4 0 Add_port Pres_Component Add_Port\ne 7 0 Add_src Add_Connector Add_Port\ne 7 5 Add_requ Add_Connector Add_Requ\ne 6 5 Add_requ Pres_Package Add_Requ\ne 6 8 Add_component Pres_Package Add_Component\ne 8 2 Add_requ Add_Component Add_Requ\ne 6 2 Add_requ Pres_Package Add_Requ\ne 6 7 Add_con Pres_Package Add_Connector\ne 7 1 Add_t Add_Connector Add_Port\ne 9 1 Add_port Pres_Component Add_Port\ne;e 4 0 Add_port Pres_Component Add_Port\ne 7 0 Add_src Add_Connector Add_Port\ne 7 5 Add_requ Add_Connector Add_Requ\ne 6 5 Add_requ Pres_Package Add_Requ\ne 6 8 Add_component Pres_Package Add_Component\ne 8 2 Add_requ Add_Component Add_Requ\ne 6 2 Add_requ Pres_Package Add_Requ\ne 6 7 Add_con Pres_Package Add_Connector\ne 7 1 Add_t Add_Connector Add_Port\ne 9 1 Add_port Pres_Component Add_Port\ne 6 3 Add_im Pres_Package Add_Im\ne 3 8 Add_component Add_Im Add_Component\ne 8 3 Add_im Add_Component Add_Im\n$$;49997;50001;5;8;3;0;0;0;TOO_SMALL;ISOMORPHIC;2;STOP_TOKEN;
163;e 4 0 Add_port Pres_Component Add_Port\ne 5 0 Add_t Add_Connector Add_Port\ne; 5 1 Add_requ Add_Connector Add_Requ\ne 2 1 Add_requ Pres_Package Add_Requ\ne 2 5 Add_con Pres_Package Add_Connector\ne 5 6 Add_src Add_Connector Add_Port\ne 3 6 Add_port Pres_Component Add_Port\n$$;5;7;7;2;3;2;e 4 0 Add_port Pres_Component Add_Port\ne 5 0 Add_t Add_Connector Add_Port\ne 5 6 Add_requ Add_Connector Add_Requ\ne 1 6 Add_requ Pres_Package Add_Requ\ne 1 5 Add_con Pres_Package Add_Connector\ne;e 4 0 Add_port Pres_Component Add_Port\ne 5 0 Add_t Add_Connector Add_Port\ne 5 6 Add_requ Add_Connector Add_Requ\ne 1 6 Add_requ Pres_Package Add_Requ\ne 1 5 Add_con Pres_Package Add_Connector\ne 5 3 Add_src Add_Connector Add_Port\ne 2 3 Add_port Pres_Component Add_Port\n$$;49998;50001;3;5;2;0;0;0;TOO_SMALL;ISOMORPHIC;1;STOP_TOKEN;
164;e 0 8 Add_component Add_Package Add_Component\ne; 8 1 Add_requ Add_Component Add_Requ\ne 10 1 Add_requ Pres_Package Add_Requ\ne 10 12 Add_component Pres_Package Add_Component\ne 12 6 Add_requ Add_Component Add_Requ\ne 10 6 Add_requ Pres_Package Add_Requ\ne 10 0 Add_package Pres_Package Add_Package\ne 0 4 Add_con Add_Package Add_Connector\ne 4 9 Add_requ Add_Connector Add_Requ\ne 0 9 Add_requ Add_Package Add_Requ\ne 4 7 Add_src Add_Connector Add_Port\ne 3 7 Add_port Pres_Component Add_Port\ne 4 2 Add_t Add_Connector Add_Port\ne 5 2 Add_port Pres_Component Add_Port\ne 10 11 Add_im Pres_Package Add_Im\ne 11 12 Add_component Add_Im Add_Component\ne 12 11 Add_im Add_Component Add_Im\n$$;16;17;13;1;2;71;e 0 8 Add_component Add_Package Add_Component\ne 8 6 Add_requ Add_Component Add_Requ\ne 2 6 Add_requ Pres_Package Add_Requ\ne 2 0 Add_package Pres_Package Add_Package\ne 0 4 Add_component Add_Package Add_Component\ne 4 10 Add_requ Add_Component Add_Requ\ne 2 10 Add_requ Pres_Package Add_Requ\ne 2 9 Add_im Pres_Package Add_Im\ne 9 8 Add_component Add_Im Add_Component\ne 8 9 Add_im Add_Component Add_Im\ne 2 5 Add_con Pres_Package Add_Connector\ne 5 3 Add_requ Add_Connector Add_Requ\ne 2 3 Add_requ Pres_Package Add_Requ\ne;e 0 8 Add_component Add_Package Add_Component\ne 8 6 Add_requ Add_Component Add_Requ\ne 2 6 Add_requ Pres_Package Add_Requ\ne 2 9 Add_component Pres_Package Add_Component\ne 9 5 Add_requ Add_Component Add_Requ\ne 2 5 Add_requ Pres_Package Add_Requ\ne 2 0 Add_package Pres_Package Add_Package\ne 0 7 Add_con Add_Package Add_Connector\ne 7 3 Add_requ Add_Connector Add_Requ\ne 0 3 Add_requ Add_Package Add_Requ\ne 7 1 Add_src Add_Connector Add_Port\ne;0;49994;0;10;16;6;12;0;INCORRECT;TOO_SMALL;3;;
165;e 0 1 Add_package Pres_Package Add_Package\ne; 1 2 Add_component Add_Package Add_Component\ne 2 3 Add_requ Add_Component Add_Requ\ne 0 3 Add_requ Pres_Package Add_Requ\n$$;3;4;4;1;2;1;e 0 1 Add_package Pres_Package Add_Package\ne 1 2 Add_component Add_Package Add_Component\ne 2 3 Add_requ Add_Component Add_Requ\ne 0 3 Add_requ Pres_Package Add_Requ\n$$;e 0 1 Add_package Pres_Package Add_Package\ne 1 2 Add_component Add_Package Add_Component\ne 2 3 Add_requ Add_Component Add_Requ\ne 0 3 Add_requ Pres_Package Add_Requ\n$$;50001;50001;3;3;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
166;e 1 0 Add_requ Add_Component Add_Requ\ne 1 3 Add_im Add_Component Add_Im\ne 3 1 Add_component Add_Im Add_Component\ne 2 1 Add_component Pres_Package Add_Component\ne 2 0 Add_requ Pres_Package Add_Requ\ne; 2 3 Add_im Pres_Package Add_Im\n$$;1;6;4;5;4;1;e 1 0 Add_requ Add_Component Add_Requ\ne 1 3 Add_im Add_Component Add_Im\ne 3 1 Add_component Add_Im Add_Component\ne 2 1 Add_component Pres_Package Add_Component\ne 2 0 Add_requ Pres_Package Add_Requ\ne 2 3 Add_im Pres_Package Add_Im\n$$;e 1 0 Add_requ Add_Component Add_Requ\ne 1 3 Add_im Add_Component Add_Im\ne 3 1 Add_component Add_Im Add_Component\ne 2 1 Add_component Pres_Package Add_Component\ne 2 0 Add_requ Pres_Package Add_Requ\ne 2 3 Add_im Pres_Package Add_Im\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
167;e 0 3 Add_component Add_Package Add_Component\ne; 3 1 Add_requ Add_Component Add_Requ\ne 2 1 Add_requ Pres_Package Add_Requ\ne 2 0 Add_package Pres_Package Add_Package\n$$;3;4;4;1;2;1;e 0 3 Add_component Add_Package Add_Component\ne 3 2 Add_requ Add_Component Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne 1 0 Add_package Pres_Package Add_Package\n$$;e 0 3 Add_component Add_Package Add_Component\ne 3 2 Add_requ Add_Component Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne 1 0 Add_package Pres_Package Add_Package\n$$;50001;50001;3;3;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
168;e 0 4 Add_requ Add_Connector Add_Requ\ne; 3 4 Add_requ Pres_Package Add_Requ\ne 3 0 Add_con Pres_Package Add_Connector\ne 0 5 Add_src Add_Connector Add_Port\ne 6 5 Add_port Pres_Component Add_Port\ne 0 1 Add_t Add_Connector Add_Port\ne 2 1 Add_port Pres_Component Add_Port\n$$;6;7;7;1;2;3;e 0 4 Add_requ Add_Connector Add_Requ\ne 6 4 Add_requ Pres_Package Add_Requ\ne 6 0 Add_con Pres_Package Add_Connector\ne 0 2 Add_src Add_Connector Add_Port\ne 1 2 Add_port Pres_Component Add_Port\ne;e 0 4 Add_requ Add_Connector Add_Requ\ne 6 4 Add_requ Pres_Package Add_Requ\ne 6 0 Add_con Pres_Package Add_Connector\ne 0 2 Add_src Add_Connector Add_Port\ne 1 2 Add_port Pres_Component Add_Port\ne 0 3 Add_t Add_Connector Add_Port\ne 5 3 Add_port Pres_Component Add_Port\n$$;49998;50001;4;6;2;0;0;0;TOO_SMALL;ISOMORPHIC;2;STOP_TOKEN;
169;e 0 6 Add_con Pres_Package Add_Connector\ne 6 4 Add_requ Add_Connector Add_Requ\ne 0 4 Add_requ Pres_Package Add_Requ\ne 6 3 Add_src Add_Connector Add_Port\ne; 2 3 Add_port Pres_Component Add_Port\ne 6 1 Add_t Add_Connector Add_Port\ne 5 1 Add_port Pres_Component Add_Port\n$$;3;7;7;4;4;1;e 0 6 Add_con Pres_Package Add_Connector\ne 6 4 Add_requ Add_Connector Add_Requ\ne 0 4 Add_requ Pres_Package Add_Requ\ne 6 3 Add_src Add_Connector Add_Port\ne 5 3 Add_port Pres_Component Add_Port\ne 6 2 Add_t Add_Connector Add_Port\ne 1 2 Add_port Pres_Component Add_Port\n$$;e 0 6 Add_con Pres_Package Add_Connector\ne 6 4 Add_requ Add_Connector Add_Requ\ne 0 4 Add_requ Pres_Package Add_Requ\ne 6 3 Add_src Add_Connector Add_Port\ne 5 3 Add_port Pres_Component Add_Port\ne 6 2 Add_t Add_Connector Add_Port\ne 1 2 Add_port Pres_Component Add_Port\n$$;50001;50001;3;3;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
170;e 1 0 Add_src Add_Connector Add_Port\ne; 1 2 Add_requ Add_Connector Add_Requ\ne 3 2 Add_requ Pres_Package Add_Requ\ne 3 1 Add_con Pres_Package Add_Connector\ne 1 4 Add_t Add_Connector Add_Port\ne 6 4 Add_port Pres_Component Add_Port\ne 5 0 Add_port Pres_Component Add_Port\n$$;6;7;7;1;2;2;e 1 0 Add_src Add_Connector Add_Port\ne 1 2 Add_requ Add_Connector Add_Requ\ne 4 2 Add_requ Pres_Package Add_Requ\ne 4 1 Add_con Pres_Package Add_Connector\ne;e 1 0 Add_src Add_Connector Add_Port\ne 1 2 Add_requ Add_Connector Add_Requ\ne 4 2 Add_requ Pres_Package Add_Requ\ne 4 1 Add_con Pres_Package Add_Connector\ne 1 6 Add_t Add_Connector Add_Port\ne 5 6 Add_port Pres_Component Add_Port\ne 3 0 Add_port Pres_Component Add_Port\n$$;49997;50001;3;6;3;0;0;0;TOO_SMALL;ISOMORPHIC;1;STOP_TOKEN;
171;e 0 1 Add_package Pres_Package Add_Package\ne 1 5 Add_component Add_Package Add_Component\ne 5 3 Add_requ Add_Component Add_Requ\ne 0 3 Add_requ Pres_Package Add_Requ\ne 0 4 Add_package Pres_Package Add_Package\ne 4 6 Add_component Add_Package Add_Component\ne 6 2 Add_requ Add_Component Add_Requ\ne; 0 2 Add_requ Pres_Package Add_Requ\n$$;1;8;7;7;7;4;e 0 1 Add_package Pres_Package Add_Package\ne 1 5 Add_component Add_Package Add_Component\ne 5 3 Add_requ Add_Component Add_Requ\ne 0 3 Add_requ Pres_Package Add_Requ\ne 0 4 Add_package Pres_Package Add_Package\ne 4 6 Add_component Add_Package Add_Component\ne 6 2 Add_requ Add_Component Add_Requ\ne 0 2 Add_requ Pres_Package Add_Requ\ne 0 9 Add_con Pres_Package Add_Connector\ne 9 8 Add_requ Add_Connector Add_Requ\ne 0 8 Add_requ Pres_Package Add_Requ\ne 9 7 Add_src Add_Connector Add_Port\ne;e 0 1 Add_package Pres_Package Add_Package\ne 1 5 Add_component Add_Package Add_Component\ne 5 3 Add_requ Add_Component Add_Requ\ne 0 3 Add_requ Pres_Package Add_Requ\ne 0 4 Add_package Pres_Package Add_Package\ne 4 6 Add_component Add_Package Add_Component\ne 6 2 Add_requ Add_Component Add_Requ\ne 0 2 Add_requ Pres_Package Add_Requ\ne 0 9 Add_con Pres_Package Add_Connector\ne 9 8 Add_requ Add_Connector Add_Requ\ne 0 8 Add_requ Pres_Package Add_Requ\ne;99996;99997;5;4;0;0;4;3;TOO_LARGE;TOO_LARGE;1;;
172;e 0 3 Add_requ Add_Component Add_Requ\ne 1 3 Add_requ Pres_Package Add_Requ\ne 1 2 Add_package Pres_Package Add_Package\ne; 2 0 Add_component Add_Package Add_Component\n$$;1;4;4;3;4;1;e 0 3 Add_requ Add_Component Add_Requ\ne 1 3 Add_requ Pres_Package Add_Requ\ne 1 2 Add_package Pres_Package Add_Package\ne 2 0 Add_component Add_Package Add_Component\n$$;e 0 3 Add_requ Add_Component Add_Requ\ne 1 3 Add_requ Pres_Package Add_Requ\ne 1 2 Add_package Pres_Package Add_Package\ne 2 0 Add_component Add_Package Add_Component\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
173;e 0 1 Add_component Add_Im Add_Component\ne 1 2 Add_requ Add_Component Add_Requ\ne; 3 2 Add_requ Pres_Package Add_Requ\ne 3 1 Add_component Pres_Package Add_Component\ne 1 0 Add_im Add_Component Add_Im\ne 3 0 Add_im Pres_Package Add_Im\n$$;4;6;4;2;3;2;e 0 1 Add_component Add_Im Add_Component\ne 1 2 Add_requ Add_Component Add_Requ\ne 3 2 Add_requ Pres_Package Add_Requ\ne 3 1 Add_component Pres_Package Add_Component\ne 1 0 Add_im Add_Component Add_Im\ne 3 0 Add_im Pres_Package Add_Im\n$$;e 0 1 Add_component Add_Im Add_Component\ne 1 2 Add_requ Add_Component Add_Requ\ne 3 2 Add_requ Pres_Package Add_Requ\ne 3 1 Add_component Pres_Package Add_Component\ne 1 0 Add_im Add_Component Add_Im\ne 3 0 Add_im Pres_Package Add_Im\n$$;50001;50001;4;4;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
174;e 0 1 Add_port Pres_Component Add_Port\ne; 3 1 Add_src Add_Connector Add_Port\ne 3 5 Add_requ Add_Connector Add_Requ\ne 4 5 Add_requ Pres_Package Add_Requ\ne 4 3 Add_con Pres_Package Add_Connector\ne 3 6 Add_t Add_Connector Add_Port\ne 2 6 Add_port Pres_Component Add_Port\n$$;6;7;7;1;2;3;e 0 1 Add_port Pres_Component Add_Port\ne 6 1 Add_t Add_Connector Add_Port\ne 6 5 Add_requ Add_Connector Add_Requ\ne 2 5 Add_requ Pres_Package Add_Requ\ne 2 6 Add_con Pres_Package Add_Connector\ne;e 0 1 Add_port Pres_Component Add_Port\ne 6 1 Add_t Add_Connector Add_Port\ne 6 5 Add_requ Add_Connector Add_Requ\ne 2 5 Add_requ Pres_Package Add_Requ\ne 2 6 Add_con Pres_Package Add_Connector\ne 6 3 Add_src Add_Connector Add_Port\ne 4 3 Add_port Pres_Component Add_Port\n$$;49998;50001;4;6;2;0;0;0;TOO_SMALL;ISOMORPHIC;2;STOP_TOKEN;
175;e 1 0 Add_requ Pres_Package Add_Requ\ne 1 2 Add_component Pres_Package Add_Component\ne 2 0 Add_requ Add_Component Add_Requ\ne 2 3 Add_im Add_Component Add_Im\ne 3 2 Add_component Add_Im Add_Component\ne; 1 3 Add_im Pres_Package Add_Im\n$$;1;6;4;5;4;1;e 1 0 Add_requ Pres_Package Add_Requ\ne 1 2 Add_component Pres_Package Add_Component\ne 2 0 Add_requ Add_Component Add_Requ\ne 2 3 Add_im Add_Component Add_Im\ne 3 2 Add_component Add_Im Add_Component\ne 1 3 Add_im Pres_Package Add_Im\n$$;e 1 0 Add_requ Pres_Package Add_Requ\ne 1 2 Add_component Pres_Package Add_Component\ne 2 0 Add_requ Add_Component Add_Requ\ne 2 3 Add_im Add_Component Add_Im\ne 3 2 Add_component Add_Im Add_Component\ne 1 3 Add_im Pres_Package Add_Im\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
176;e 0 1 Add_package Pres_Package Add_Package\ne 1 2 Add_component Add_Package Add_Component\ne 2 3 Add_requ Add_Component Add_Requ\ne; 0 3 Add_requ Pres_Package Add_Requ\n$$;1;4;4;3;4;1;e 0 1 Add_package Pres_Package Add_Package\ne 1 2 Add_component Add_Package Add_Component\ne 2 3 Add_requ Add_Component Add_Requ\ne 0 3 Add_requ Pres_Package Add_Requ\n$$;e 0 1 Add_package Pres_Package Add_Package\ne 1 2 Add_component Add_Package Add_Component\ne 2 3 Add_requ Add_Component Add_Requ\ne 0 3 Add_requ Pres_Package Add_Requ\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
